FID,DPTO_CCDGO,MPIO_CCDGO,CPOB_CNMBR,CPOB_NANO,CPOB_CSMBL,latitude,longitude,DPNP,DPNP_Dbl,Desplazado,Refugiados,IDPs,TotalImpct
545,47,288,FUNDACIÓN,2012,5,10.514851197900001,-74.191555012699993,47288,47288.000000000000000,32028.000000000000000,22406.000000000000000,16748.000000000000000,71182.000000000000000
546,47,980,PRADO - SEVILLA,2006,5,10.763895154100000,-74.139232543000006,47980,47980.000000000000000,33390.000000000000000,6680.000000000000000,6275.000000000000000,46345.000000000000000
547,47,053,ARACATACA,2011,5,10.590848267700000,-74.186292943699996,47053,47053.000000000000000,17971.000000000000000,5519.000000000000000,5658.000000000000000,29148.000000000000000
548,47,675,SALAMINA,2011,5,10.490039802100000,-74.793144097099997,47675,47675.000000000000000,4018.000000000000000,381.000000000000000,2489.000000000000000,6888.000000000000000
549,47,692,SAN SEBASTIÁN DE BUENAVISTA,2011,5,9.240824404580000,-74.351395558700005,47692,47692.000000000000000,1254.000000000000000,329.000000000000000,67.000000000000000,1650.000000000000000
550,47,205,CONCORDIA,2011,5,10.257424768100000,-74.833653342100007,47205,47205.000000000000000,2192.000000000000000,231.000000000000000,238.000000000000000,2661.000000000000000
551,47,703,SAN ZENÓN,2011,5,9.244007073320001,-74.499733834500006,47703,47703.000000000000000,434.000000000000000,130.000000000000000,21.000000000000000,585.000000000000000
552,47,545,PIJIÑO,2011,5,9.331691272700001,-74.457691349300006,47545,47545.000000000000000,1036.000000000000000,303.000000000000000,317.000000000000000,1656.000000000000000
553,47,707,SANTA ANA,2011,5,9.322469287260001,-74.567780917899995,47707,47707.000000000000000,1766.000000000000000,809.000000000000000,121.000000000000000,2696.000000000000000
554,47,551,PIVIJAY,2011,5,10.461344009399999,-74.615395704700006,47551,47551.000000000000000,34880.000000000000000,4127.000000000000000,8621.000000000000000,47628.000000000000000
555,47,030,ALGARROBO,2011,5,10.184496557999999,-74.060668489999998,47030,47030.000000000000000,5787.000000000000000,2092.000000000000000,827.000000000000000,8706.000000000000000
556,47,258,EL PIÑÓN,2011,5,10.403110608100000,-74.823230677300003,47258,47258.000000000000000,8275.000000000000000,879.000000000000000,2169.000000000000000,11323.000000000000000
557,47,555,PLATO,2011,5,9.793402606060001,-74.783644830800000,47555,47555.000000000000000,15644.000000000000000,10394.000000000000000,7113.000000000000000,33151.000000000000000
558,47,058,EL DIFICIL,2011,5,9.847372401059999,-74.236215559599998,47058,47058.000000000000000,6256.000000000000000,2900.000000000000000,640.000000000000000,9796.000000000000000
559,47,268,EL RETÉN,2011,5,10.611137173400000,-74.268750663399999,47268,47268.000000000000000,3986.000000000000000,5569.000000000000000,1619.000000000000000,11174.000000000000000
560,47,570,PUEBLOVIEJO,2011,5,10.994849582900001,-74.281975003699998,47570,47570.000000000000000,6364.000000000000000,1947.000000000000000,1640.000000000000000,9951.000000000000000
561,47,720,SANTA BÁRBARA DE PINTO,2011,5,9.433646887829999,-74.703626045999997,47720,47720.000000000000000,519.000000000000000,683.000000000000000,31.000000000000000,1233.000000000000000
562,47,161,CERRO DE SAN ANTONIO,2011,5,10.326261587499999,-74.868798370299999,47161,47161.000000000000000,4677.000000000000000,321.000000000000000,114.000000000000000,5112.000000000000000
563,47,170,CHIVOLO,2011,5,10.028009184800000,-74.620927500700006,47170,47170.000000000000000,10520.000000000000000,1464.000000000000000,1773.000000000000000,13757.000000000000000
564,47,318,GUAMAL,2011,5,9.144758825820000,-74.224822005999997,47318,47318.000000000000000,2829.000000000000000,452.000000000000000,163.000000000000000,3444.000000000000000
565,47,745,SITIONUEVO,2011,5,10.780737906900001,-74.723105077100001,47745,47745.000000000000000,17668.000000000000000,1749.000000000000000,3771.000000000000000,23188.000000000000000
566,47,798,TENERIFE,2011,5,9.898272893390001,-74.857603887099998,47798,47798.000000000000000,6586.000000000000000,1003.000000000000000,2284.000000000000000,9873.000000000000000
567,47,460,GRANADA,2011,5,9.806164532440000,-74.392066697999994,47460,47460.000000000000000,1848.000000000000000,983.000000000000000,148.000000000000000,2979.000000000000000
568,47,541,PEDRAZA,2011,5,10.187808599200000,-74.915155475999995,47541,47541.000000000000000,2807.000000000000000,729.000000000000000,169.000000000000000,3705.000000000000000
569,47,605,REMOLINO,2011,5,10.701847384500001,-74.716544936099993,47605,47605.000000000000000,12096.000000000000000,875.000000000000000,4407.000000000000000,17378.000000000000000
570,47,660,SAN ÁNGEL,2011,5,10.032519022000001,-74.213961223200002,47660,47660.000000000000000,14916.000000000000000,658.000000000000000,1790.000000000000000,17364.000000000000000
571,47,960,PUNTA DE PIEDRAS,2011,5,10.169357039399999,-74.717120255099999,47960,47960.000000000000000,2554.000000000000000,465.000000000000000,282.000000000000000,3301.000000000000000
572,50,006,ACACÍAS,2008,5,3.991014027980000,-73.765602343799998,50006,50006.000000000000000,3541.000000000000000,11977.000000000000000,574.000000000000000,16092.000000000000000
573,50,110,BARRANCA DE UPÍA,2011,5,4.569068667050000,-72.966582101000000,50110,50110.000000000000000,598.000000000000000,964.000000000000000,18.000000000000000,1580.000000000000000
574,50,124,CABUYARO,2011,5,4.285083357420000,-72.792742175900003,50124,50124.000000000000000,484.000000000000000,553.000000000000000,9.000000000000000,1046.000000000000000
575,50,150,CASTILLA LA NUEVA,2011,5,3.827479436970000,-73.689013829100006,50150,50150.000000000000000,608.000000000000000,1024.000000000000000,4.000000000000000,1636.000000000000000
576,50,245,EL CALVARIO,2011,5,4.352170157580000,-73.713455027999998,50245,50245.000000000000000,677.000000000000000,54.000000000000000,5.000000000000000,736.000000000000000
577,50,287,FUENTE DE ORO,2011,5,3.462211072190000,-73.619553707899996,50287,50287.000000000000000,1942.000000000000000,2104.000000000000000,147.000000000000000,4193.000000000000000
578,50,223,SAN LUIS DE CUBARRAL,2011,5,3.793034197120000,-73.840962955999998,50223,50223.000000000000000,821.000000000000000,993.000000000000000,611.000000000000000,2425.000000000000000
579,50,350,LA MACARENA,2011,5,2.183629470010000,-73.786466186499993,50350,50350.000000000000000,9639.000000000000000,260.000000000000000,1625.000000000000000,11524.000000000000000
580,50,450,PUERTO CONCORDIA,2011,5,2.623791542160000,-72.757100462400004,50450,50450.000000000000000,7713.000000000000000,1444.000000000000000,2649.000000000000000,11806.000000000000000
581,50,577,PUERTO LLERAS,2011,5,3.269408420610000,-73.373178663999994,50577,50577.000000000000000,9257.000000000000000,806.000000000000000,967.000000000000000,11030.000000000000000
582,50,318,GUAMAL,2011,5,3.879882455340000,-73.770829478300001,50318,50318.000000000000000,765.000000000000000,1003.000000000000000,52.000000000000000,1820.000000000000000
583,50,325,MAPIRIPÁN,2011,5,2.892000260220000,-72.133249494300003,50325,50325.000000000000000,18684.000000000000000,1773.000000000000000,4290.000000000000000,24747.000000000000000
584,50,330,MESETAS,2011,5,3.382245855200000,-74.044366419100001,50330,50330.000000000000000,11555.000000000000000,666.000000000000000,913.000000000000000,13134.000000000000000
585,50,370,URIBE,2011,5,3.238327068120000,-74.350671385499993,50370,50370.000000000000000,8441.000000000000000,495.000000000000000,360.000000000000000,9296.000000000000000
586,50,568,PUERTO GAITÁN,2011,5,4.312027059930000,-72.082954864100003,50568,50568.000000000000000,6061.000000000000000,1918.000000000000000,447.000000000000000,8426.000000000000000
587,50,590,PUERTO RICO,2011,5,2.941649275690000,-73.207486006600007,50590,50590.000000000000000,17600.000000000000000,624.000000000000000,4105.000000000000000,22329.000000000000000
588,50,680,SAN CARLOS DE GUAROA,2011,5,3.710534484450000,-73.241589417599997,50680,50680.000000000000000,986.000000000000000,767.000000000000000,20.000000000000000,1773.000000000000000
589,50,683,SAN JUAN DE ARAMA,2011,5,3.372283321270000,-73.874990207899998,50683,50683.000000000000000,5525.000000000000000,1236.000000000000000,2101.000000000000000,8862.000000000000000
590,50,686,SAN JUANITO,2011,5,4.458223603480000,-73.676302374399995,50686,50686.000000000000000,597.000000000000000,52.000000000000000,80.000000000000000,729.000000000000000
591,50,400,LEJANÍAS,2011,5,3.526078403130000,-74.024723667600000,50400,50400.000000000000000,7383.000000000000000,2211.000000000000000,1252.000000000000000,10846.000000000000000
592,50,573,PUERTO LÓPEZ,2011,5,4.092853697410000,-72.955859999099999,50573,50573.000000000000000,3689.000000000000000,3766.000000000000000,475.000000000000000,7930.000000000000000
593,50,606,RESTREPO,2011,5,4.261279015280000,-73.563516517500005,50606,50606.000000000000000,776.000000000000000,2115.000000000000000,257.000000000000000,3148.000000000000000
594,50,689,SAN MARTÍN,2011,5,3.701610526470000,-73.695972184799999,50689,50689.000000000000000,2675.000000000000000,6426.000000000000000,334.000000000000000,9435.000000000000000
595,50,711,VISTAHERMOSA,2011,5,3.127717111290000,-73.751279011600005,50711,50711.000000000000000,30558.000000000000000,1214.000000000000000,10618.000000000000000,42390.000000000000000
596,50,001,VILLAVICENCIO,2011,5,4.122957580450000,-73.626877897000000,50001,50001.000000000000000,7725.000000000000000,107365.000000000000000,1584.000000000000000,116674.000000000000000
597,50,226,CUMARAL,2011,5,4.268784669080000,-73.486143042099997,50226,50226.000000000000000,1587.000000000000000,4250.000000000000000,123.000000000000000,5960.000000000000000
598,50,251,EL CASTILLO,2011,5,3.563879122880000,-73.794250679800001,50251,50251.000000000000000,7744.000000000000000,1285.000000000000000,2408.000000000000000,11437.000000000000000
599,50,270,EL DORADO,2011,5,3.739129239490000,-73.835161895100001,50270,50270.000000000000000,1963.000000000000000,714.000000000000000,1175.000000000000000,3852.000000000000000
600,50,313,GRANADA,2011,5,3.544871365800000,-73.706271300799997,50313,50313.000000000000000,5755.000000000000000,17595.000000000000000,320.000000000000000,23670.000000000000000
601,52,356,IPIALES,2012,5,0.828204252073000,-77.646268600499994,52356,52356.000000000000000,2172.000000000000000,6111.000000000000000,3492.000000000000000,11775.000000000000000
602,52,835,TUMACO,2012,5,1.761333677710000,-78.781544044499995,52835,52835.000000000000000,43704.000000000000000,17029.000000000000000,82390.000000000000000,143123.000000000000000
603,52,381,LA FLORIDA,2011,5,1.298714412960000,-77.405669357899995,52381,52381.000000000000000,1471.000000000000000,1455.000000000000000,51.000000000000000,2977.000000000000000
604,52,385,LA LLANADA,2011,5,1.472922186600000,-77.580000424399998,52385,52385.000000000000000,1215.000000000000000,996.000000000000000,1159.000000000000000,3370.000000000000000
605,52,390,LA TOLA,2011,5,2.399225332640000,-78.190213086499995,52390,52390.000000000000000,2297.000000000000000,147.000000000000000,1821.000000000000000,4265.000000000000000
606,52,405,LEIVA,2011,5,1.934367569810000,-77.306335849500002,52405,52405.000000000000000,5906.000000000000000,838.000000000000000,2063.000000000000000,8807.000000000000000
607,52,411,LINARES,2011,5,1.351278309890000,-77.523626919700007,52411,52411.000000000000000,2508.000000000000000,2350.000000000000000,65.000000000000000,4923.000000000000000
608,52,685,SAN BERNARDO,2011,5,1.514431045440000,-77.047089631099993,52685,52685.000000000000000,500.000000000000000,335.000000000000000,45.000000000000000,880.000000000000000
609,52,254,EL PEÑOL,2011,5,1.453634069080000,-77.439836289400006,52254,52254.000000000000000,1097.000000000000000,777.000000000000000,52.000000000000000,1926.000000000000000
610,52,256,EL ROSARIO,2011,5,1.743204703440000,-77.335140787699999,52256,52256.000000000000000,5801.000000000000000,1191.000000000000000,2771.000000000000000,9763.000000000000000
611,52,258,EL TABLÓN DE GÓMEZ,2011,5,1.427293213120000,-77.097346318199996,52258,52258.000000000000000,5323.000000000000000,644.000000000000000,2530.000000000000000,8497.000000000000000
612,52,260,EL TAMBO,2011,5,1.407983829200000,-77.390751148899994,52260,52260.000000000000000,1083.000000000000000,1720.000000000000000,80.000000000000000,2883.000000000000000
613,52,287,FUNES,2011,5,1.001120784530000,-77.449373989199998,52287,52287.000000000000000,342.000000000000000,171.000000000000000,76.000000000000000,589.000000000000000
614,52,354,IMUÉS,2011,5,1.055198291450000,-77.496567572100005,52354,52354.000000000000000,95.000000000000000,356.000000000000000,2.000000000000000,453.000000000000000
615,52,418,SOTOMAYOR,2011,5,1.494205219860000,-77.521087538499998,52418,52418.000000000000000,2883.000000000000000,3851.000000000000000,5411.000000000000000,12145.000000000000000
616,52,435,PIEDRANCHA,2011,5,1.140841618210000,-77.864658333700007,52435,52435.000000000000000,1245.000000000000000,672.000000000000000,343.000000000000000,2260.000000000000000
617,52,687,SAN LORENZO,2011,5,1.503156320460000,-77.215400511799999,52687,52687.000000000000000,1174.000000000000000,2138.000000000000000,26.000000000000000,3338.000000000000000
618,52,693,SAN PABLO,2011,5,1.669158039170000,-77.012728339899994,52693,52693.000000000000000,2012.000000000000000,489.000000000000000,257.000000000000000,2758.000000000000000
619,52,694,SAN PEDRO DE CARTAGO,2011,5,1.552084935150000,-77.120741972299996,52694,52694.000000000000000,212.000000000000000,226.000000000000000,11.000000000000000,449.000000000000000
620,52,838,TÚQUERRES,2011,5,1.086639010840000,-77.617853632500001,52838,52838.000000000000000,687.000000000000000,1252.000000000000000,145.000000000000000,2084.000000000000000
621,52,378,LA CRUZ,2011,5,1.600624325680000,-76.971322481499996,52378,52378.000000000000000,1848.000000000000000,884.000000000000000,710.000000000000000,3442.000000000000000
622,52,399,LA UNIÓN,2011,5,1.592477176750000,-77.128385668299998,52399,52399.000000000000000,1602.000000000000000,2812.000000000000000,109.000000000000000,4523.000000000000000
623,52,427,PAYÁN,2011,5,1.766123526640000,-78.184303676599995,52427,52427.000000000000000,5269.000000000000000,128.000000000000000,2557.000000000000000,7954.000000000000000
624,52,480,NARIÑO,2011,5,1.289543432530000,-77.358162872299999,52480,52480.000000000000000,391.000000000000000,540.000000000000000,15.000000000000000,946.000000000000000
625,52,506,OSPINA,2011,5,1.058529599720000,-77.566071802899998,52506,52506.000000000000000,42.000000000000000,92.000000000000000,5.000000000000000,139.000000000000000
626,52,520,SALAHONDA,2011,5,2.039887239290000,-78.658223355000004,52520,52520.000000000000000,3469.000000000000000,591.000000000000000,1034.000000000000000,5094.000000000000000
627,52,699,GUACHAVÉS,2011,5,1.221645292360000,-77.677294459300001,52699,52699.000000000000000,3167.000000000000000,485.000000000000000,527.000000000000000,4179.000000000000000
628,52,473,MOSQUERA,2011,5,2.509225746210000,-78.451376011099995,52473,52473.000000000000000,2629.000000000000000,1176.000000000000000,180.000000000000000,3985.000000000000000
629,52,490,BOCAS DE SATINGA,2011,5,2.347547106730000,-78.328775039999996,52490,52490.000000000000000,11959.000000000000000,2727.000000000000000,3529.000000000000000,18215.000000000000000
630,52,621,SAN JOSÉ,2011,5,1.696986918430000,-78.244676109200000,52621,52621.000000000000000,8856.000000000000000,123.000000000000000,3367.000000000000000,12346.000000000000000
631,52,540,POLICARPA,2011,5,1.627891778670000,-77.460433305500004,52540,52540.000000000000000,15417.000000000000000,1574.000000000000000,6959.000000000000000,23950.000000000000000
632,52,560,POTOSÍ,2011,5,0.806728430743000,-77.572536702400001,52560,52560.000000000000000,418.000000000000000,711.000000000000000,18.000000000000000,1147.000000000000000
633,52,565,PROVIDENCIA,2011,5,1.239125832010000,-77.597473832099993,52565,52565.000000000000000,441.000000000000000,929.000000000000000,145.000000000000000,1515.000000000000000
634,52,573,PUERRES,2011,5,0.883414835524000,-77.503005133000002,52573,52573.000000000000000,413.000000000000000,603.000000000000000,87.000000000000000,1103.000000000000000
635,52,786,TAMINANGO,2011,5,1.570127637570000,-77.280727918300002,52786,52786.000000000000000,1794.000000000000000,12765.000000000000000,254.000000000000000,14813.000000000000000
636,52,788,TANGUA,2011,5,1.094534348300000,-77.394437288099994,52788,52788.000000000000000,1804.000000000000000,468.000000000000000,116.000000000000000,2388.000000000000000
637,52,678,SAMANIEGO,2011,5,1.334546291350000,-77.594757306700004,52678,52678.000000000000000,8636.000000000000000,11810.000000000000000,4563.000000000000000,25009.000000000000000
638,52,317,GUACHUCAL,2011,5,0.960368495853000,-77.731655630500001,52317,52317.000000000000000,192.000000000000000,101.000000000000000,7.000000000000000,300.000000000000000
639,52,612,RICAURTE,2011,5,1.211227702470000,-77.993992225699998,52612,52612.000000000000000,3590.000000000000000,2104.000000000000000,7072.000000000000000,12766.000000000000000
640,52,320,GUAITARILLA,2011,5,1.130656951740000,-77.549877265899994,52320,52320.000000000000000,371.000000000000000,254.000000000000000,25.000000000000000,650.000000000000000
641,52,323,GUALMATÁN,2011,5,0.919358439674000,-77.566475500300001,52323,52323.000000000000000,25.000000000000000,78.000000000000000,5.000000000000000,108.000000000000000
642,52,683,SANDONÁ,2011,5,1.285591891860000,-77.470267406999994,52683,52683.000000000000000,968.000000000000000,2585.000000000000000,257.000000000000000,3810.000000000000000
643,52,696,ISCUANDÉ,2011,5,2.450758224710000,-77.979920792399994,52696,52696.000000000000000,5916.000000000000000,480.000000000000000,4162.000000000000000,10558.000000000000000
644,52,885,YACUANQUER,2011,5,1.115822241110000,-77.401809944299998,52885,52885.000000000000000,114.000000000000000,316.000000000000000,9.000000000000000,439.000000000000000
645,52,352,ILES,2011,5,0.968495857101000,-77.521395138100004,52352,52352.000000000000000,65.000000000000000,500.000000000000000,12.000000000000000,577.000000000000000
646,52,001,SAN JUAN DE PASTO,2011,5,1.212839424480000,-77.278124994199999,52001,52001.000000000000000,5147.000000000000000,65728.000000000000000,7021.000000000000000,77896.000000000000000
647,52,022,ALDANA,2011,5,0.882243596234000,-77.700374818499995,52022,52022.000000000000000,64.000000000000000,67.000000000000000,11.000000000000000,142.000000000000000
648,52,203,GÉNOVA,2011,5,1.643622991510000,-77.018980350999996,52203,52203.000000000000000,1423.000000000000000,186.000000000000000,20.000000000000000,1629.000000000000000
649,52,233,CUMBITARA,2011,5,1.647671790340000,-77.578431104100005,52233,52233.000000000000000,8312.000000000000000,1054.000000000000000,2901.000000000000000,12267.000000000000000
650,52,250,EL CHARCO,2011,5,2.476974078810000,-78.110298056500000,52250,52250.000000000000000,16338.000000000000000,752.000000000000000,27298.000000000000000,44388.000000000000000
651,52,036,ANCUYÁ,2011,5,1.262450622770000,-77.514611571700001,52036,52036.000000000000000,270.000000000000000,676.000000000000000,40.000000000000000,986.000000000000000
652,52,051,BERRUECOS,2011,5,1.503422059780000,-77.135449686699999,52051,52051.000000000000000,391.000000000000000,756.000000000000000,5.000000000000000,1152.000000000000000
653,52,019,SAN JOSÉ,2011,5,1.473940616090000,-77.081259692200007,52019,52019.000000000000000,1084.000000000000000,550.000000000000000,314.000000000000000,1948.000000000000000
654,52,210,CONTADERO,2011,5,0.910963545360000,-77.549930363100003,52210,52210.000000000000000,83.000000000000000,118.000000000000000,10.000000000000000,211.000000000000000
655,52,079,BARBACOAS,2011,5,1.673571646470000,-78.138261199499993,52079,52079.000000000000000,18376.000000000000000,3148.000000000000000,8826.000000000000000,30350.000000000000000
656,52,207,CONSACÁ,2011,5,1.207194331420000,-77.465718413499999,52207,52207.000000000000000,502.000000000000000,1722.000000000000000,11.000000000000000,2235.000000000000000
657,52,215,CÓRDOBA,2011,5,0.853665965803000,-77.518068950000000,52215,52215.000000000000000,748.000000000000000,4951.000000000000000,672.000000000000000,6371.000000000000000
658,52,224,CARLOSAMA,2011,5,0.863044729960000,-77.729692228199994,52224,52224.000000000000000,258.000000000000000,339.000000000000000,1084.000000000000000,1681.000000000000000
659,52,227,CUMBAL,2011,5,0.906450845853000,-77.791242069999996,52227,52227.000000000000000,717.000000000000000,455.000000000000000,494.000000000000000,1666.000000000000000
660,52,083,BELÉN,2011,5,1.595644304460000,-77.016287833899995,52083,52083.000000000000000,811.000000000000000,122.000000000000000,41.000000000000000,974.000000000000000
661,52,110,BUESACO,2011,5,1.384763355480000,-77.156463307300001,52110,52110.000000000000000,1723.000000000000000,2356.000000000000000,428.000000000000000,4507.000000000000000
662,54,498,OCAÑA,2012,5,8.246666364750000,-73.355195715799994,54498,54498.000000000000000,7697.000000000000000,25596.000000000000000,3847.000000000000000,37140.000000000000000
663,54,518,PAMPLONA,2012,5,7.373134602890000,-72.647702435200003,54518,54518.000000000000000,480.000000000000000,1212.000000000000000,48.000000000000000,1740.000000000000000
664,54,206,CONVENCIÓN,2011,5,8.469995018100001,-73.337194928100004,54206,54206.000000000000000,9369.000000000000000,2674.000000000000000,8427.000000000000000,20470.000000000000000
665,54,347,HERRÁN,2011,5,7.506185377190000,-72.483171206600005,54347,54347.000000000000000,81.000000000000000,46.000000000000000,193.000000000000000,320.000000000000000
666,54,405,LOS PATIOS,2011,5,7.833492672800000,-72.506036746999996,54405,54405.000000000000000,905.000000000000000,3132.000000000000000,42.000000000000000,4079.000000000000000
667,54,003,ÁBREGO,2011,5,8.081204183980001,-73.221417432899997,54003,54003.000000000000000,6219.000000000000000,2155.000000000000000,1016.000000000000000,9390.000000000000000
668,54,099,BOCHALEMA,2011,5,7.612067809530000,-72.647281726900005,54099,54099.000000000000000,160.000000000000000,370.000000000000000,93.000000000000000,623.000000000000000
669,54,109,BUCARASICA,2011,5,8.039441944669999,-72.866923677599999,54109,54109.000000000000000,1304.000000000000000,351.000000000000000,469.000000000000000,2124.000000000000000
670,54,128,CÁCHIRA,2011,5,7.741859737920000,-73.048496120699994,54128,54128.000000000000000,2644.000000000000000,406.000000000000000,75.000000000000000,3125.000000000000000
671,54,223,CUCUTILLA,2011,5,7.539173875930000,-72.772446765300003,54223,54223.000000000000000,597.000000000000000,633.000000000000000,24.000000000000000,1254.000000000000000
672,54,245,EL CARMEN,2011,5,8.510758824520000,-73.446775398800000,54245,54245.000000000000000,7395.000000000000000,1357.000000000000000,1423.000000000000000,10175.000000000000000
673,54,377,LABATECA,2011,5,7.298394289570000,-72.496062030700003,54377,54377.000000000000000,304.000000000000000,102.000000000000000,7.000000000000000,413.000000000000000
674,54,385,LA ESPERANZA,2011,5,7.639492659270000,-73.327433587000002,54385,54385.000000000000000,3220.000000000000000,1130.000000000000000,160.000000000000000,4510.000000000000000
675,54,398,LA PLAYA,2011,5,8.213593826410000,-73.238139088400004,54398,54398.000000000000000,3713.000000000000000,384.000000000000000,292.000000000000000,4389.000000000000000
676,54,051,ARBOLEDAS,2011,5,7.642690664690000,-72.798834000799999,54051,54051.000000000000000,1718.000000000000000,176.000000000000000,151.000000000000000,2045.000000000000000
677,54,418,LOURDES,2011,5,7.945235868780000,-72.832046913300005,54418,54418.000000000000000,330.000000000000000,166.000000000000000,379.000000000000000,875.000000000000000
678,54,172,CHINÁCOTA,2011,5,7.602562969080000,-72.602450290500002,54172,54172.000000000000000,344.000000000000000,942.000000000000000,7.000000000000000,1293.000000000000000
679,54,174,CHITAGÁ,2011,5,7.138537607200000,-72.664809710300005,54174,54174.000000000000000,646.000000000000000,80.000000000000000,57.000000000000000,783.000000000000000
680,54,250,EL TARRA,2011,5,8.577231027450001,-73.094670806600007,54250,54250.000000000000000,13488.000000000000000,2766.000000000000000,7187.000000000000000,23441.000000000000000
681,54,261,EL ZULIA,2011,5,7.937073101390000,-72.603934116100007,54261,54261.000000000000000,2311.000000000000000,3595.000000000000000,664.000000000000000,6570.000000000000000
682,54,344,HACARÍ,2011,5,8.321629405970000,-73.145908407600004,54344,54344.000000000000000,6076.000000000000000,1548.000000000000000,2519.000000000000000,10143.000000000000000
683,54,520,PAMPLONITA,2011,5,7.435853979410000,-72.638438013400005,54520,54520.000000000000000,58.000000000000000,47.000000000000000,8.000000000000000,113.000000000000000
684,54,553,PUERTO SANTANDER,2011,5,8.361170348610001,-72.409351000499996,54553,54553.000000000000000,1331.000000000000000,1284.000000000000000,54.000000000000000,2669.000000000000000
685,54,871,VILLA CARO,2011,5,7.914369504170000,-72.972923844999997,54871,54871.000000000000000,241.000000000000000,133.000000000000000,24.000000000000000,398.000000000000000
686,54,874,VILLA DEL ROSARIO,2011,5,7.849046595950000,-72.470519245800006,54874,54874.000000000000000,1982.000000000000000,6411.000000000000000,197.000000000000000,8590.000000000000000
687,54,670,SAN CALIXTO,2011,5,8.398315286260001,-73.206691022300006,54670,54670.000000000000000,7230.000000000000000,981.000000000000000,6459.000000000000000,14670.000000000000000
688,54,680,SANTIAGO,2011,5,7.865390222300000,-72.716458228600004,54680,54680.000000000000000,174.000000000000000,38.000000000000000,2.000000000000000,214.000000000000000
689,54,720,SARDINATA,2011,5,8.084233658110000,-72.800061121499994,54720,54720.000000000000000,10204.000000000000000,1708.000000000000000,3810.000000000000000,15722.000000000000000
690,54,800,TEORAMA,2011,5,8.437233734219999,-73.286985433300003,54800,54800.000000000000000,12431.000000000000000,2367.000000000000000,4541.000000000000000,19339.000000000000000
691,54,599,RAGONVALIA,2011,5,7.577462277780000,-72.476019227199998,54599,54599.000000000000000,171.000000000000000,122.000000000000000,8.000000000000000,301.000000000000000
692,54,660,SALAZAR,2011,5,7.772718284570000,-72.808768623199995,54660,54660.000000000000000,1092.000000000000000,262.000000000000000,110.000000000000000,1464.000000000000000
693,54,239,DURANIA,2011,5,7.714218997980000,-72.656198075500001,54239,54239.000000000000000,259.000000000000000,221.000000000000000,7.000000000000000,487.000000000000000
694,54,810,TIBÚ,2011,5,8.639717700409999,-72.735919371600005,54810,54810.000000000000000,53422.000000000000000,2723.000000000000000,9178.000000000000000,65323.000000000000000
695,54,820,TOLEDO,2011,5,7.310152428630000,-72.484890827699999,54820,54820.000000000000000,1240.000000000000000,508.000000000000000,53.000000000000000,1801.000000000000000
696,54,001,CÚCUTA,2011,5,7.905267116590000,-72.505590965899998,54001,54001.000000000000000,16922.000000000000000,91560.000000000000000,6928.000000000000000,115410.000000000000000
697,63,001,ARMENIA,2012,5,4.538104718880000,-75.680003616500002,63001,63001.000000000000000,1973.000000000000000,24515.000000000000000,303.000000000000000,26791.000000000000000
698,63,130,CALARCÁ,2008,5,4.516195117460000,-75.649088163000002,63130,63130.000000000000000,2147.000000000000000,6576.000000000000000,819.000000000000000,9542.000000000000000
699,63,401,LA TEBAIDA,2012,5,4.452992399830000,-75.786695752800000,63401,63401.000000000000000,440.000000000000000,4773.000000000000000,23.000000000000000,5236.000000000000000
700,63,594,QUIMBAYA,2011,5,4.624556406150000,-75.763594308300000,63594,63594.000000000000000,566.000000000000000,3708.000000000000000,22.000000000000000,4296.000000000000000
701,63,111,BUENAVISTA,2011,5,4.358625180460000,-75.740195663999998,63111,63111.000000000000000,64.000000000000000,474.000000000000000,6.000000000000000,544.000000000000000
702,63,302,GÉNOVA,2011,5,4.207745661960000,-75.789556104499994,63302,63302.000000000000000,2900.000000000000000,1277.000000000000000,369.000000000000000,4546.000000000000000
703,63,190,CIRCASIA,2011,5,4.617299132330000,-75.635804843299994,63190,63190.000000000000000,443.000000000000000,2323.000000000000000,14.000000000000000,2780.000000000000000
704,63,212,CÓRDOBA,2011,5,4.392929738610000,-75.687503496600002,63212,63212.000000000000000,1001.000000000000000,891.000000000000000,84.000000000000000,1976.000000000000000
705,63,548,PIJAO,2011,5,4.334497095730000,-75.703198791000005,63548,63548.000000000000000,1560.000000000000000,1390.000000000000000,346.000000000000000,3296.000000000000000
706,63,690,SALENTO,2011,5,4.637502682580000,-75.570615514599993,63690,63690.000000000000000,485.000000000000000,644.000000000000000,146.000000000000000,1275.000000000000000
707,63,272,FILANDIA,2011,5,4.675026724700000,-75.658054504600003,63272,63272.000000000000000,178.000000000000000,948.000000000000000,7.000000000000000,1133.000000000000000
708,66,001,PEREIRA,2011,5,4.807001969520000,-75.718267047200001,66001,66001.000000000000000,3693.000000000000000,54482.000000000000000,801.000000000000000,58976.000000000000000
709,66,045,APÍA,2011,5,5.106519705750000,-75.941789443100006,66045,66045.000000000000000,1353.000000000000000,1266.000000000000000,107.000000000000000,2726.000000000000000
710,66,170,DOSQUEBRADAS,2011,5,4.826246267310000,-75.680286409499999,66170,66170.000000000000000,1317.000000000000000,11388.000000000000000,49.000000000000000,12754.000000000000000
711,66,088,BELÉN DE UMBRÍA,2011,5,5.200819102050000,-75.868495785500002,66088,66088.000000000000000,2413.000000000000000,1408.000000000000000,225.000000000000000,4046.000000000000000
