,ID,NAME,LATITUDE,LONGITUDE,DISPLACED,REFUGEES,IDPS,TOTAL_IMPACT,POPULATION
80,52079,BARBACOAS,1.67357164647,-78.1382611995,24413.0,3917.0,10595.0,40364.0,33804.0
81,70215,COROZAL,9.32068414476,-75.2920234071,2527.0,34697.0,1256.0,40351.0,65848.0
82,05197,COCORNÁ,6.0578887963,-75.1856126096,24366.0,3574.0,12157.0,40171.0,14703.0
83,47555,PLATO,9.79340260606,-74.7836448308,17948.0,12210.0,8239.0,39742.0,56153.0
84,05660,SAN LUIS,6.04286525408,-74.9943922309,19454.0,4024.0,15228.0,38894.0,11099.0
85,81736,SARAVENA,6.95387794055,-71.8739494779,18672.0,15070.0,2221.0,38066.0,52278.0
86,20228,CURUMANÍ,9.20104392798,-73.5417746536,21198.0,6603.0,9137.0,37758.0,34833.0
87,05120,CÁCERES,7.57632158107,-75.3501083098,26171.0,4140.0,7016.0,37375.0,26120.0
88,18592,PUERTO RICO,1.91018145606,-75.1578569902,26712.0,6476.0,3382.0,37278.0,23616.0
89,13458,MONTECRISTO,8.29331961005,-74.4758024507,27032.0,945.0,8212.0,36527.0,13470.0
90,85001,YOPAL,5.33222810526,-72.3939942486,6306.0,24356.0,3527.0,36296.0,154478.0
91,13006,ACHÍ,8.56785243037,-74.5554917681,27593.0,2096.0,5951.0,35940.0,18864.0
92,54206,CONVENCIÓN,8.4699950181,-73.3371949281,16857.0,4998.0,12399.0,35829.0,17879.0
93,54800,TEORAMA,8.43723373422,-73.2869854333,22882.0,2833.0,8480.0,35822.0,12710.0
94,13810,PUERTO RICO,8.55646720521,-74.2647877151,24959.0,1330.0,8654.0,35323.0,17918.0
95,73616,RIOBLANCO,3.53021377745,-75.6446841365,28121.0,661.0,4382.0,35149.0,19065.0
96,73168,CHAPARRAL,3.72576111018,-75.4835822095,23217.0,6530.0,3389.0,35071.0,43221.0
97,13657,SAN JUAN NEPOMUCENO,9.95138127678,-75.0836663042,12203.0,2981.0,19279.0,34825.0,35412.0
98,13212,CÓRDOBA,9.58662299509,-74.8275074561,27580.0,1655.0,4570.0,34123.0,14992.0
99,19050,ARGELIA,2.25554956673,-77.2490752264,28853.0,539.0,3863.0,33979.0,19925.0
100,52678,SAMANIEGO,1.33454629135,-77.5947573067,11150.0,14294.0,6582.0,33555.0,23697.0
101,63001,ARMENIA,4.53810471888,-75.6800036165,2521.0,28900.0,393.0,33451.0,273769.0
102,47053,ARACATACA,10.5908482677,-74.1862929437,19213.0,6105.0,6469.0,33102.0,37440.0
103,54250,EL TARRA,8.57723102745,-73.0946708066,21213.0,3431.0,6870.0,33097.0,18986.0
104,81065,ARAUQUITA,7.02931365342,-71.4276395908,20356.0,5447.0,5068.0,32966.0,44793.0
105,05667,SAN RAFAEL,6.29394973639,-75.0282495204,18265.0,2271.0,11443.0,32173.0,12557.0
106,86757,PUERTO COLÓN,0.276507848745,-76.9302187801,22950.0,2262.0,4540.0,31915.0,13903.0
107,19698,SANTANDER DE QUILICHAO,3.01128796778,-76.4853458904,8108.0,21062.0,1852.0,31804.0,95348.0
108,20238,EL COPEY,10.1491321093,-73.9613702507,20897.0,2845.0,7203.0,31767.0,28550.0
109,18410,LA MONTAÑITA,1.48833022085,-75.4361470337,21581.0,2030.0,7227.0,31540.0,11524.0
110,52540,POLICARPA,1.62789177867,-77.4604333055,20207.0,2080.0,7590.0,31392.0,8149.0
111,27361,ISTMINA,5.15335100307,-76.6860015418,14457.0,9068.0,6475.0,31175.0,27349.0
112,44430,MAICAO,11.3783618743,-72.2415513963,12174.0,14193.0,3243.0,30909.0,159081.0
113,05756,SONSÓN,5.71278805385,-75.3103024361,14624.0,4140.0,11462.0,30436.0,31598.0
114,70204,RICAURTE (COLOSO),9.49099729993,-75.3560877468,22796.0,867.0,4786.0,30318.0,7803.0
115,73555,PLANADAS,3.19702137708,-75.6437838795,23738.0,2037.0,2387.0,30141.0,21503.0
116,50325,MAPIRIPÁN,2.89200026022,-72.1332494943,21691.0,2013.0,4792.0,29893.0,5766.0
117,50313,GRANADA,3.5448713658,-73.7062713008,7248.0,20834.0,372.0,29847.0,63959.0
118,54344,HACARÍ,8.32162940597,-73.1459084076,14551.0,2355.0,11147.0,29642.0,9622.0
119,73411,LÍBANO,4.92332026847,-75.062990051,10848.0,8115.0,8176.0,29102.0,32886.0
120,47745,SITIONUEVO,10.7807379069,-74.7231050771,20797.0,1988.0,4151.0,28299.0,25804.0
121,17001,MANIZALES,5.05644709052,-75.4900373312,3121.0,23191.0,916.0,27862.0,395818.0
122,19418,LÓPEZ,2.84591662514,-77.2482770971,14685.0,1346.0,10974.0,27761.0,15117.0
123,70823,TOLÚ VIEJO,9.45370314301,-75.4395158704,16743.0,4574.0,4338.0,27568.0,20033.0
124,19110,BUENOS AIRES,3.01602440522,-76.6425464035,16808.0,1747.0,8279.0,27564.0,25236.0
125,68276,FLORIDABLANCA,7.07418748191,-73.0976614006,1018.0,24620.0,152.0,27543.0,274607.0
126,05360,ITAGÜÍ,6.16970164493,-75.6134013955,4491.0,21404.0,1341.0,27352.0,261576.0
127,19809,TIMBIQUÍ,2.7772733954,-77.6682725448,11018.0,2019.0,13357.0,27190.0,21614.0
128,76364,JAMUNDÍ,3.26299651392,-76.5402305374,7952.0,11783.0,5396.0,27182.0,127125.0
129,50590,PUERTO RICO,2.94164927569,-73.2074860066,20317.0,807.0,4627.0,27166.0,11033.0
130,44650,SAN JUAN DEL CESAR,10.7707349803,-73.0017013871,6899.0,3573.0,15267.0,27042.0,45755.0
131,05055,ARGELIA,5.7315608939,-75.1427155905,13366.0,1290.0,12305.0,26989.0,6733.0
132,52490,BOCAS DE SATINGA,2.34754710673,-78.32877504,15747.0,4155.0,5568.0,26979.0,21356.0
133,18205,CURILLO,1.03365529497,-75.9203547687,21911.0,3051.0,1185.0,26843.0,7379.0
